"Paper type: C=conference paper, J = journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Keywords,IEEE XPLORE Article Number (deprecated),References (deprecated)
C,,745296,568137;663912;480817;175773;663910;346327;567807;663857;398877;663858
C,"model simplification, levels-of-detail, surface approximation, spline patches, surface fitting, dynamic tessellation",745313,663909;663908;663883
C,"volume visualization, volume rendering, irregular grid, curvilinear grid, ray-casting, parallel rendering, dynamic simulation",745310,398853;235228;567606
C,,745347,485141
M,,745355,
C,,745297,346329;175773;146359;480817
C,,745344,568128
C,"computer graphics, experimental design, human vision, multidimensional dataset, oceanography, perception, preattentive processing, scientific visualization, texture, typhoon",745292,568118;398872
C,"flow visualization, texture synthesis",745324,663898;663912;480817
C,,745349,
C,"Quaternions, Frames, Tubing, Curves, Surfaces",745326,346330;663876
C,"cartogram, value-by-area map, map transformation,anamorphosis, thematic cartography, constrained optimization",745303,
C,"PDE surfaces, terrain modeling, shape reconstruction, contour interpolation",745281,
C,"Polygonal Surface, Manifold, Cutting, Stitching",745327,663904;480821
C,,745332,663910;568115;568116;663911
C,,745331,663911;568115;745332
C,"Delaunay triangulation, scattered data, multidimensional approximation, higher-dimensional approximation, computational geometry, data-structures",745293,346336;568124;568122
C,,745283,663865;663860
C,"image-based rendering, parallel warping, occlusion compatible ordering for discrete images, portal, cell, exposure error, layered depth image, clipping, architectural walkthrough",745305,663903
C,,745309,567608;568119;480792;663882;398877;398852
C,"Surface and curve extremality, surface fitting, scalar and vector field visualization, Marching Cubes",745290,175782;346327;346329;346328
C,,745314,485142;663883;663908;663906
C,,745291,663858;663857
C,"computational fluid dynamics, feature detection, flow visualization, multivariate visualization, brushing",745289,568115;568121;346327;485139;175794;346302
C,,745321,
C,"partial-volume-effect, ray-casting, tomographic data,Visible-Human-Project",745311,
C,"Image Based Rendering, Occlusions",745320,663876
C,"volume visualization, 3D image processing, transfer
function, volume rendering, data exploration",745319,567609;568112
C,"vector field visualization, flow visualization, streamline, curvilinear grid",745295,346312;480819
C,,745342,346311;663888
C,"tensor,stress, strain, shear, normal,directional flow, symmetric, antisymmetric, deviator, isotropic",745316,663929;567746_1;398849;175773;235193;485141;346330;175789;346326;663857;235224;568139;346315
C,"texture caching, bandwidth-limited resource, texture mapping, real-time display, interactivity",745322,
C,"Isosurface Extraction, Marching Cubes, Out-Of-Core Computation, Interval Tree, Scientific Visualization",745299,663888;663895;568121
C,,745713,663888;346331;346320;485154;745300
C,,745337,663915
C,"animation, shape interpolation, adaptive refinement,level-of-detail, multiresolutional representation",745328,
C,"scalar field visualization, volume visualization, isosurface extraction, time-varying fields, marching cubes, span space",745298,568123;663895;568121;745299;175780;480806
M,,745354,
C,"algorithms, computer graphics, virtual reality, triangulated surfaces, terrain visualization, terascale visualization",745280,663860;480800;480799
C,"wavelets, non-regular triangulations,compression, visualization",745287,567602
M,,745353,
C,Screen-Door Transparency,745323,146361
C,,745346,146361;568149
C,,745343,
C,"mesh simplification, multiresolution, level-of-detail, unstructured meshes, mesh generation",745329,663907;663901;663883
C,"virtual environments, flow visualization, texturing, interaction, magic lens, focussing",745317,346312;663897;663921;175771;663912;398877
C,,745341,663862
C,,745345,
C,,745348,
C,,745333,485158;663910;346327;568137
C,"approximation, hierarchical representation, mesh generation, multiresolution method, scattered data, spline, triangulation, visualization",745315,568126;568124;663906
C,"surface simplification, multiresolution modeling, level of detail, quadric error metric, edge contraction, surface properties, discontinuity preservation",745312,663908
C,,745325,
C,,745282,663865;567600;568126;663860;663908
C,,745339,
C,,745286,
C,,745330,480821;663922;346316;559211
C,"visualizing large data sets, visualizing spatially referenced data, visualizing geographical data, interfaces to databases",745301,485139;528688;175794;146387;146402;398870;485140;346302;528690;146386
C,,745350,
C,"text visualization, information visualization,wavelet transform, information retrieval",745302,663872;528686;567800;663871;480811;346333;346332;235206
C,"Scientific Visualization, Time-varying Visualization,Feature Tracking, Computer Vision, CFD",745288,567807;480809;480789;663886
C,,745300,480806;568121;568144;745713;346308;568123;568127;346307;175780;346334
C,,745334,559214
C,,745351,663866;663868;146402
C,,745335,
C,"Scientific Visualization, Scalar Fields, Curves and Surfaces, Vector Topology",745284,235199;480803;175782;485154;175773;663875;346334;480795
C,"scientific visualization, animation, video analysis",745306,663899
C,"multi-valued visualization, tensor field visualization,oil painting",745294,235201
C,,745340,
C,,745338,567746_1
C,,745318,663883;663872;663871
M,,745352,
C,,636761,567796;567746_1;528690;480794;398859
C,,636778,
C,,636785,559210
C,,636788,528688;559210
C,"Data Structure, Algorithm, Database, User Interface, Information Visualization, Direct Manipulation, Dynamic Query",636790,528688;528688
C,,636789,146402;528686;568118;528688;346302;175794;567787
C,,636718,528691;528689
C,"Focus+Context, Fisheye, Information visualization, Table Lens",636787,
C,,636782,398874
C,,636794,559213;528682;559211
C,,636793,146402;346302
C,"information visualization, nonlinear magnification, data-driven magnification, fisheye views, magnification brushing, data-mining",636786,559214
C,"Nested graphs, pan and zoom, fisheye views, hypertext, mental map, software visualization, program understanding",636784,175815
C,"information visualization, taxonomy, design space, morphological analysis",636792,559213;175815;528686;528684;528697
C,"information visualization, physically-based systems, multidimensional information space, hierarchies, blobby clustering",636759,528689;528691;528686;567787
C,"volume rendering, relational data, scatterplot, multivariate data, information visualization",636791,528686;528688;485139;398877
C,"interpolation filters, derivative filters, filter design, normal estimation, Taylor series expansion, efficient volume rendering",663848,346331
C,,663883,485142;398868;568124
C,,663931,
C,"Volume Rendering, Ray-casting",663880,146377
C,"volume rendering, splatting, direct volume rendering, resampling, reconstruction, anti-aliasing, perspective projection",663882,567608;398877;346331;480792;398852
C,"Volume Modelling and Rendering, Medical Applications, Cerebral Blood Vessel",663917,480790
C,"computational fluid dynamics, visualization, out-of-core visualization",663888,346311;146360;398860
C,"visibility culling, cells, portals, textures, sample points, morphing",663903,567746_2
C,,663856,175789;146398;235205;480802
C,,663914,480811;567800
C,,663865,
C,,663928,568111;235200;398895;398878
C,,663922,
C,,663919,346291
C,,663896,568117;175771
C,"virtual environments, scientific visualization, dynamical systems, augmented reality",663921,568128
C,,663890,480821
C,"volume visualization, volume rendering, virtual reality, volume graphics, volumetric collision, collision probability, surface crossing probability, distance map, octree, sphere tree",663851,568108;346340
C,,663887,175782
C,"Navigation, Constrained Navigation, Viewing Control, Camera Control",663876,480804
C,,663909,
C,,663926,567777;346313;398850;568139;567746_1
C,,663868,528691;146402;528686;398863;528692
C,,663916,485139
C,,663874,235201;480803;175795;235219
C,"Visualization, Subdivision Surfaces, Dynamics, Finite Elements, Interactive Techniques",663905,
C,"tetrahedralization, mesh subdivision, volume rendering, flow visualization, isosurfaces, metrics, irregular grids",663885,235210;398846
C,,663894,480795
C,,663911,
C,,663897,480817;346313;398850;567784;398877;346312
C,"visualization systems, Modular Visualization Environments (MVEs), dataflow paradigm, visineers' heuristics and expertise, taxonomy of visualization techniques, knowledge base, object-oriented design",663889,146375;398857;559210
C,,663871,
C,,663895,480806;568121
C,"image-based rendering, epipolar geometry, projective invariant, homography, Constrained Delaunay Triangulation",663892,
M,,663933,
C,,663918,
C,"Volume Compression, Fourier Projection Theorem, Discrete Hartley Transform, Image Compositing",663900,398845
C,,663927,567746_1;663883
C,"Virtual Colonoscopy,Endoscopy,Visibility,Interactive Navigation,Volume Rendering,Surface Rendering, Parallel Processing, Virtual Environment",663915,
C,,663886,175782;480789
C,,663930,398880
C,"wavelets, isosurfaces, volumes, triangulation, tetrahedralization, meshing, oracles",663901,
C,"volume visualization, multiresolution volume, level of detail, isosurface extraction, volume subdivision, polygon simplification",663869,568127
C,,663866,480811;485139;346302;567800;398864;146387
C,,663902,568125
C,"scientific visualization, interactive graphics, virtual environment, scanning tunneling microscopy, atomic force microscopy, user interface, telepresence, teleoperation, haptic, force",663923,
M,,663934,
C,"flow field, visualization, volume rendering, filtering",663859,398875;567780;235211;235225
C,,663904,
C,"triangle bintree, view-dependent mesh, frame-to-frame coherence, greedy algorithms",663860,567600;568126;568125;480813;480805
C,"model simplification,levels-of-detail, surface approximation, projection, linear programming",663908,
C,,663857,235193
C,"mesh simplification, triangle meshes,level-of-detail representation, shape approximation",663906,568126;568124
C,,663912,398877;567784;346313;567777;346312
M,,663932,
C,"Visualization, Scalar Data, User Interfaces, Real-time Quantitative Query",663875,568123;480803;745284;568112
C,,663899,346313
C,,663907,568127;568124;480805;568121;398852;480806;567606
C,,663853,567606;398853;146391
C,,663913,
C,"Volume navigation, volume rendering, 3D medical imaging, scientific visualization, texture mapping",663878,346340;485154;567603
